Stop_ID,Pre_2019,Visiting_score,Rel_Visiting_score
144360,True,1,0.03125
144382,False,1,0.047619047619047616
144384,False,1,0.047619047619047616
144466,True,1,0.03125
7800070-1,False,1,0.047619047619047616
7800133-1,False,1,0.047619047619047616
7800209-1,False,1,0.047619047619047616
7800262-1,False,1,0.047619047619047616
7800297-1,False,1,0.047619047619047616
7800362-1,False,1,0.047619047619047616
7800363-1,False,1,0.047619047619047616
7800364-1,False,1,0.047619047619047616
7800376-1,False,1,0.047619047619047616
7800377-1,False,1,0.047619047619047616
7800383-1,False,1,0.047619047619047616
7800388-1,False,2,0.09523809523809523
7800389-1,False,2,0.09523809523809523
7800419-1,False,1,0.047619047619047616
7800420-1,False,1,0.047619047619047616
7800420-1,True,1,0.03125
7800431-1,False,1,0.047619047619047616
7800431-1,True,1,0.03125
7800431-2,False,1,0.047619047619047616
7800528-1,False,1,0.047619047619047616
7800528-1,True,1,0.03125
7800529-1,False,1,0.047619047619047616
7800550-1,False,2,0.09523809523809523
7800551-1,False,2,0.09523809523809523
7800565-1,False,1,0.047619047619047616
7800565-1,True,1,0.03125
7800566-1,False,1,0.047619047619047616
7800566-1,True,2,0.0625
7800587-1,False,1,0.047619047619047616
7800588-1,False,1,0.047619047619047616
7800803-1,False,1,0.047619047619047616
7800891-1,False,1,0.047619047619047616
7800922-1,False,1,0.047619047619047616
7800952-1,False,2,0.09523809523809523
7800953-1,False,1,0.047619047619047616
7800984-1,False,1,0.047619047619047616
7800991-1,False,1,0.047619047619047616
7800991-2,False,1,0.047619047619047616
7801031-1,False,1,0.047619047619047616
7801031-2,False,1,0.047619047619047616
7801043-1,False,1,0.047619047619047616
7801054-1,False,1,0.047619047619047616
7801055-1,False,1,0.047619047619047616
7801131-1,False,2,0.09523809523809523
7801132-1,False,2,0.09523809523809523
7801133-1,False,1,0.047619047619047616
7801134-1,False,2,0.09523809523809523
7801161-1,False,1,0.047619047619047616
7801161-2,False,1,0.047619047619047616
7801169-1,False,1,0.047619047619047616
7801229-1,False,1,0.047619047619047616
7801229-1,True,1,0.03125
7801230-1,False,1,0.047619047619047616
7801230-1,True,2,0.0625
7801271-1,False,1,0.047619047619047616
7801272-1,False,1,0.047619047619047616
7801272-1,True,1,0.03125
7801275-1,False,1,0.047619047619047616
7801275-1,True,1,0.03125
7801276-1,False,1,0.047619047619047616
7801276-1,True,2,0.0625
7801348-1,False,1,0.047619047619047616
7801349-1,False,1,0.047619047619047616
7801350-1,False,1,0.047619047619047616
7801351-1,False,1,0.047619047619047616
7801359-1,False,1,0.047619047619047616
7801360-1,False,1,0.047619047619047616
7801361-1,False,1,0.047619047619047616
7801386-1,False,1,0.047619047619047616
7801387-1,False,1,0.047619047619047616
7801388-1,False,1,0.047619047619047616
7801389-1,False,1,0.047619047619047616
7801390-1,False,1,0.047619047619047616
7801391-1,False,1,0.047619047619047616
7801392-1,False,1,0.047619047619047616
7801393-1,False,1,0.047619047619047616
7801394-1,False,1,0.047619047619047616
7801395-1,False,1,0.047619047619047616
7801401-1,False,1,0.047619047619047616
7801402-1,False,1,0.047619047619047616
7801409-1,False,1,0.047619047619047616
7820002-1,False,3,0.14285714285714285
7820002-1,True,6,0.1875
7820003-1,False,4,0.19047619047619047
7820003-1,True,7,0.21875
7820004-1,False,3,0.14285714285714285
7820004-1,True,2,0.0625
7820007-1,False,9,0.42857142857142855
7820007-1,True,7,0.21875
7820008-1,False,2,0.09523809523809523
7820008-1,True,6,0.1875
7820009-1,False,2,0.09523809523809523
7820009-1,True,6,0.1875
7820010-1,False,4,0.19047619047619047
7820010-1,True,8,0.25
7820011-1,False,3,0.14285714285714285
7820011-1,True,5,0.15625
7820012-1,False,7,0.3333333333333333
7820012-1,True,7,0.21875
7820013-1,False,6,0.2857142857142857
7820013-1,True,6,0.1875
7820014-1,False,9,0.42857142857142855
7820014-1,True,12,0.375
7820015-1,False,9,0.42857142857142855
7820015-1,True,8,0.25
7820016-1,False,3,0.14285714285714285
7820016-1,True,1,0.03125
7820017-1,False,4,0.19047619047619047
7820017-1,True,6,0.1875
7820018-1,False,1,0.047619047619047616
7820018-1,True,1,0.03125
7820019-1,False,1,0.047619047619047616
7820019-1,True,1,0.03125
7820020-1,False,12,0.5714285714285714
7820020-1,True,12,0.375
7820021-1,False,5,0.23809523809523808
7820021-1,True,3,0.09375
7820022-1,False,3,0.14285714285714285
7820022-1,True,4,0.125
7820023-1,False,3,0.14285714285714285
7820023-1,True,4,0.125
7820024-1,False,3,0.14285714285714285
7820024-1,True,3,0.09375
7820025-1,False,2,0.09523809523809523
7820025-1,True,2,0.0625
7820026-1,False,4,0.19047619047619047
7820026-1,True,4,0.125
7820027-1,False,10,0.47619047619047616
7820027-1,True,12,0.375
7820028-1,False,10,0.47619047619047616
7820028-1,True,15,0.46875
7820032-1,False,4,0.19047619047619047
7820032-1,True,7,0.21875
7820033-1,False,4,0.19047619047619047
7820033-1,True,8,0.25
7820035-1,False,5,0.23809523809523808
7820035-1,True,6,0.1875
7820035-2,False,2,0.09523809523809523
7820035-2,True,3,0.09375
7820036-1,False,5,0.23809523809523808
7820036-1,True,6,0.1875
7820037-1,False,1,0.047619047619047616
7820037-1,True,2,0.0625
7820038-1,True,2,0.0625
7820039-1,False,5,0.23809523809523808
7820039-1,True,3,0.09375
7820041-1,False,1,0.047619047619047616
7820041-1,True,1,0.03125
7820042-1,False,1,0.047619047619047616
7820042-1,True,1,0.03125
7820043-1,False,1,0.047619047619047616
7820043-1,True,1,0.03125
7820044-1,False,2,0.09523809523809523
7820044-1,True,1,0.03125
7820045-1,False,1,0.047619047619047616
7820045-1,True,1,0.03125
7820046-1,False,3,0.14285714285714285
7820046-1,True,3,0.09375
7820047-1,False,4,0.19047619047619047
7820047-1,True,4,0.125
7820048-1,False,1,0.047619047619047616
7820048-1,True,2,0.0625
7820049-1,False,3,0.14285714285714285
7820049-1,True,3,0.09375
7820050-1,False,2,0.09523809523809523
7820050-1,True,3,0.09375
7820051-1,False,3,0.14285714285714285
7820051-1,True,3,0.09375
7820052-1,False,2,0.09523809523809523
7820052-1,True,2,0.0625
7820053-1,False,1,0.047619047619047616
7820053-1,True,1,0.03125
7820054-1,False,2,0.09523809523809523
7820054-1,True,2,0.0625
7820055-1,False,1,0.047619047619047616
7820055-1,True,1,0.03125
7820056-1,False,2,0.09523809523809523
7820056-1,True,4,0.125
7820057-1,False,7,0.3333333333333333
7820057-1,True,9,0.28125
7820058-1,False,5,0.23809523809523808
7820058-1,True,3,0.09375
7820059-1,False,5,0.23809523809523808
7820059-1,True,5,0.15625
7820060-1,False,1,0.047619047619047616
7820060-1,True,2,0.0625
7820061-1,False,10,0.47619047619047616
7820061-1,True,9,0.28125
7820062-1,False,5,0.23809523809523808
7820062-1,True,5,0.15625
7820063-1,False,7,0.3333333333333333
7820063-1,True,10,0.3125
7820064-1,False,10,0.47619047619047616
7820064-1,True,14,0.4375
7820065-1,False,3,0.14285714285714285
7820065-1,True,1,0.03125
7820066-1,False,3,0.14285714285714285
7820066-1,True,1,0.03125
7820067-1,False,3,0.14285714285714285
7820067-1,True,8,0.25
7820068-1,False,3,0.14285714285714285
7820068-1,True,7,0.21875
7820069-1,False,2,0.09523809523809523
7820069-1,True,5,0.15625
7820070-1,False,1,0.047619047619047616
7820070-1,True,3,0.09375
7820071-1,False,2,0.09523809523809523
7820071-1,True,3,0.09375
7820072-1,False,4,0.19047619047619047
7820072-1,True,7,0.21875
7820073-1,False,3,0.14285714285714285
7820073-1,True,7,0.21875
7820074-1,False,1,0.047619047619047616
7820074-1,True,1,0.03125
7820075-1,False,2,0.09523809523809523
7820075-1,True,2,0.0625
7820076-1,False,3,0.14285714285714285
7820076-1,True,2,0.0625
7820077-1,False,1,0.047619047619047616
7820077-1,True,1,0.03125
7820078-1,False,3,0.14285714285714285
7820078-1,True,2,0.0625
7820079-1,False,3,0.14285714285714285
7820079-1,True,2,0.0625
7820080-1,False,4,0.19047619047619047
7820080-1,True,2,0.0625
7820081-1,False,6,0.2857142857142857
7820081-1,True,6,0.1875
7820082-1,False,1,0.047619047619047616
7820082-1,True,2,0.0625
7820083-1,False,1,0.047619047619047616
7820083-1,True,1,0.03125
7820084-1,False,3,0.14285714285714285
7820084-1,True,2,0.0625
7820085-1,False,7,0.3333333333333333
7820085-1,True,6,0.1875
7820085-2,False,3,0.14285714285714285
7820085-2,True,4,0.125
7820086-1,False,5,0.23809523809523808
7820086-1,True,7,0.21875
7820087-1,False,4,0.19047619047619047
7820087-1,True,4,0.125
7820088-1,False,7,0.3333333333333333
7820088-1,True,10,0.3125
7820088-2,False,1,0.047619047619047616
7820088-2,True,2,0.0625
7820089-1,False,4,0.19047619047619047
7820089-1,True,3,0.09375
7820090-1,False,1,0.047619047619047616
7820090-1,True,1,0.03125
7820093-1,False,9,0.42857142857142855
7820093-1,True,4,0.125
7820094-1,False,5,0.23809523809523808
7820094-1,True,2,0.0625
7820095-1,False,6,0.2857142857142857
7820095-1,True,6,0.1875
7820096-1,False,2,0.09523809523809523
7820096-1,True,4,0.125
7820098-1,False,1,0.047619047619047616
7820098-1,True,1,0.03125
7820099-1,False,1,0.047619047619047616
7820099-1,True,1,0.03125
7820100-1,False,1,0.047619047619047616
7820100-1,True,1,0.03125
7820101-1,True,1,0.03125
7820102-1,False,1,0.047619047619047616
7820102-1,True,1,0.03125
7820102-2,True,1,0.03125
7820103-1,False,3,0.14285714285714285
7820103-1,True,3,0.09375
7820104-1,False,1,0.047619047619047616
7820104-1,True,2,0.0625
7820105-1,False,3,0.14285714285714285
7820105-1,True,3,0.09375
7820106-1,False,4,0.19047619047619047
7820106-1,True,4,0.125
7820107-1,False,3,0.14285714285714285
7820107-1,True,4,0.125
7820108-1,False,1,0.047619047619047616
7820108-1,True,2,0.0625
7820109-1,False,3,0.14285714285714285
7820109-1,True,1,0.03125
7820110-1,False,2,0.09523809523809523
7820110-1,True,2,0.0625
7820111-1,False,1,0.047619047619047616
7820111-1,True,2,0.0625
7820112-1,False,1,0.047619047619047616
7820112-1,True,2,0.0625
7820113-1,False,4,0.19047619047619047
7820113-1,True,2,0.0625
7820114-1,False,3,0.14285714285714285
7820114-1,True,3,0.09375
7820115-1,False,2,0.09523809523809523
7820115-1,True,5,0.15625
7820116-1,False,2,0.09523809523809523
7820116-1,True,3,0.09375
7820116-2,False,2,0.09523809523809523
7820117-1,False,2,0.09523809523809523
7820117-1,True,2,0.0625
7820119-1,False,1,0.047619047619047616
7820119-1,True,2,0.0625
7820120-1,False,1,0.047619047619047616
7820120-1,True,1,0.03125
7820121-1,False,2,0.09523809523809523
7820121-1,True,5,0.15625
7820122-1,False,1,0.047619047619047616
7820122-1,True,2,0.0625
7820123-1,False,2,0.09523809523809523
7820123-1,True,3,0.09375
7820125-1,False,1,0.047619047619047616
7820125-1,True,1,0.03125
7820126-1,False,8,0.38095238095238093
7820126-1,True,8,0.25
7820127-1,False,1,0.047619047619047616
7820127-1,True,2,0.0625
7820129-1,False,1,0.047619047619047616
7820129-1,True,1,0.03125
7820130-1,False,3,0.14285714285714285
7820130-1,True,4,0.125
7820131-1,False,3,0.14285714285714285
7820131-1,True,3,0.09375
7820132-1,True,3,0.09375
7820133-1,False,1,0.047619047619047616
7820133-1,True,1,0.03125
7820134-1,False,1,0.047619047619047616
7820134-1,True,1,0.03125
7820135-1,False,2,0.09523809523809523
7820135-1,True,2,0.0625
7820136-1,False,1,0.047619047619047616
7820136-1,True,1,0.03125
7820137-1,False,3,0.14285714285714285
7820137-1,True,3,0.09375
7820139-1,False,5,0.23809523809523808
7820139-1,True,8,0.25
7820139-2,False,2,0.09523809523809523
7820139-2,True,3,0.09375
7820139-3,False,3,0.14285714285714285
7820139-3,True,2,0.0625
7820140-1,False,5,0.23809523809523808
7820140-1,True,6,0.1875
7820141-1,False,6,0.2857142857142857
7820141-1,True,5,0.15625
7820142-1,False,2,0.09523809523809523
7820142-1,True,3,0.09375
7820143-1,False,3,0.14285714285714285
7820143-1,True,3,0.09375
7820144-1,False,1,0.047619047619047616
7820144-1,True,2,0.0625
7820145-1,False,3,0.14285714285714285
7820145-1,True,1,0.03125
7820147-1,False,1,0.047619047619047616
7820147-1,True,1,0.03125
7820148-1,False,1,0.047619047619047616
7820148-1,True,1,0.03125
7820149-1,False,1,0.047619047619047616
7820149-1,True,2,0.0625
7820150-1,False,3,0.14285714285714285
7820150-1,True,1,0.03125
7820153-1,False,1,0.047619047619047616
7820153-1,True,1,0.03125
7820154-1,True,3,0.09375
7820155-1,False,5,0.23809523809523808
7820155-1,True,9,0.28125
7820156-1,False,3,0.14285714285714285
7820156-1,True,3,0.09375
7820157-1,False,3,0.14285714285714285
7820157-1,True,3,0.09375
7820158-1,False,1,0.047619047619047616
7820158-1,True,1,0.03125
7820159-1,False,2,0.09523809523809523
7820159-1,True,3,0.09375
7820160-1,False,1,0.047619047619047616
7820160-1,True,3,0.09375
7820161-1,False,4,0.19047619047619047
7820161-1,True,2,0.0625
7820162-1,False,3,0.14285714285714285
7820162-1,True,2,0.0625
7820163-1,False,2,0.09523809523809523
7820163-1,True,3,0.09375
7820164-1,False,4,0.19047619047619047
7820164-1,True,3,0.09375
7820165-1,False,9,0.42857142857142855
7820165-1,True,13,0.40625
7820166-1,False,5,0.23809523809523808
7820166-1,True,9,0.28125
7820167-1,False,2,0.09523809523809523
7820167-1,True,2,0.0625
7820168-1,False,1,0.047619047619047616
7820168-1,True,1,0.03125
7820169-1,False,3,0.14285714285714285
7820169-1,True,3,0.09375
7820170-1,False,3,0.14285714285714285
7820170-1,True,4,0.125
7820171-1,False,3,0.14285714285714285
7820171-1,True,2,0.0625
7820172-1,False,3,0.14285714285714285
7820172-1,True,4,0.125
7820173-1,False,3,0.14285714285714285
7820173-1,True,3,0.09375
7820174-1,False,5,0.23809523809523808
7820174-1,True,5,0.15625
7820175-1,False,3,0.14285714285714285
7820175-1,True,4,0.125
7820176-1,False,6,0.2857142857142857
7820176-1,True,4,0.125
7820176-2,False,2,0.09523809523809523
7820177-1,False,6,0.2857142857142857
7820177-1,True,5,0.15625
7820178-1,False,7,0.3333333333333333
7820178-1,True,7,0.21875
7820179-1,False,3,0.14285714285714285
7820179-1,True,2,0.0625
7820180-1,False,4,0.19047619047619047
7820180-1,True,2,0.0625
7820181-1,False,5,0.23809523809523808
7820181-1,True,3,0.09375
7820182-1,False,3,0.14285714285714285
7820182-1,True,2,0.0625
7820183-1,False,3,0.14285714285714285
7820183-1,True,3,0.09375
7820184-1,False,1,0.047619047619047616
7820184-1,True,1,0.03125
7820185-1,False,1,0.047619047619047616
7820185-1,True,1,0.03125
7820186-1,False,3,0.14285714285714285
7820186-1,True,8,0.25
7820187-1,False,3,0.14285714285714285
7820187-1,True,7,0.21875
7820188-1,False,1,0.047619047619047616
7820188-1,True,1,0.03125
7820189-1,False,3,0.14285714285714285
7820189-1,True,4,0.125
7820190-1,False,3,0.14285714285714285
7820190-1,True,3,0.09375
7820191-1,False,2,0.09523809523809523
7820191-1,True,2,0.0625
7820192-1,False,3,0.14285714285714285
7820192-1,True,2,0.0625
7820193-1,False,1,0.047619047619047616
7820193-1,True,2,0.0625
7820194-1,False,3,0.14285714285714285
7820194-1,True,1,0.03125
7820195-1,False,2,0.09523809523809523
7820195-1,True,3,0.09375
7820196-1,False,6,0.2857142857142857
7820196-1,True,4,0.125
7820197-1,False,6,0.2857142857142857
7820197-1,True,5,0.15625
7820198-1,False,6,0.2857142857142857
7820198-1,True,6,0.1875
7820199-1,False,4,0.19047619047619047
7820199-1,True,5,0.15625
7820200-1,False,4,0.19047619047619047
7820200-1,True,3,0.09375
7820201-1,False,4,0.19047619047619047
7820201-1,True,3,0.09375
7820202-1,False,1,0.047619047619047616
7820202-1,True,4,0.125
7820203-1,False,1,0.047619047619047616
7820203-1,True,2,0.0625
7820204-1,False,4,0.19047619047619047
7820204-1,True,4,0.125
7820205-1,False,4,0.19047619047619047
7820205-1,True,4,0.125
7820206-1,False,1,0.047619047619047616
7820206-1,True,2,0.0625
7820207-1,False,5,0.23809523809523808
7820207-1,True,5,0.15625
7820207-2,False,2,0.09523809523809523
7820207-2,True,1,0.03125
7820208-1,False,2,0.09523809523809523
7820208-1,True,3,0.09375
7820208-2,False,2,0.09523809523809523
7820208-2,True,2,0.0625
7820208-3,False,1,0.047619047619047616
7820209-1,False,1,0.047619047619047616
7820209-1,True,1,0.03125
7820210-1,False,1,0.047619047619047616
7820210-1,True,1,0.03125
7820211-1,False,2,0.09523809523809523
7820211-1,True,3,0.09375
7820212-1,False,2,0.09523809523809523
7820212-1,True,4,0.125
7820213-1,True,2,0.0625
7820214-1,False,1,0.047619047619047616
7820214-1,True,4,0.125
7820215-1,False,2,0.09523809523809523
7820215-1,True,2,0.0625
7820216-1,False,1,0.047619047619047616
7820216-1,True,1,0.03125
7820217-1,False,4,0.19047619047619047
7820217-1,True,3,0.09375
7820218-1,False,4,0.19047619047619047
7820218-1,True,3,0.09375
7820219-1,False,10,0.47619047619047616
7820219-1,True,10,0.3125
7820220-1,False,4,0.19047619047619047
7820220-1,True,4,0.125
7820223-1,False,4,0.19047619047619047
7820223-1,True,2,0.0625
7820224-1,False,3,0.14285714285714285
7820224-1,True,2,0.0625
7820225-1,False,1,0.047619047619047616
7820225-1,True,1,0.03125
7820226-1,False,1,0.047619047619047616
7820226-1,True,1,0.03125
7820227-1,False,3,0.14285714285714285
7820227-1,True,1,0.03125
7820228-1,False,2,0.09523809523809523
7820228-1,True,7,0.21875
7820229-1,False,1,0.047619047619047616
7820229-1,True,1,0.03125
7820229-2,False,1,0.047619047619047616
7820229-2,True,1,0.03125
7820230-1,False,2,0.09523809523809523
7820230-1,True,7,0.21875
7820231-1,False,2,0.09523809523809523
7820231-1,True,3,0.09375
7820232-1,False,1,0.047619047619047616
7820232-1,True,1,0.03125
7820233-1,False,1,0.047619047619047616
7820233-1,True,1,0.03125
7820235-1,False,1,0.047619047619047616
7820235-1,True,4,0.125
7820236-1,False,1,0.047619047619047616
7820236-1,True,4,0.125
7820237-1,True,2,0.0625
7820238-1,False,6,0.2857142857142857
7820238-1,True,5,0.15625
7820239-1,False,2,0.09523809523809523
7820239-1,True,2,0.0625
7820240-1,False,3,0.14285714285714285
7820240-1,True,2,0.0625
7820241-1,False,3,0.14285714285714285
7820241-1,True,3,0.09375
7820242-1,False,4,0.19047619047619047
7820242-1,True,3,0.09375
7820243-1,False,3,0.14285714285714285
7820243-1,True,4,0.125
7820244-1,False,1,0.047619047619047616
7820244-1,True,2,0.0625
7820247-1,True,1,0.03125
7820248-1,False,6,0.2857142857142857
7820248-1,True,2,0.0625
7820249-1,False,5,0.23809523809523808
7820249-1,True,5,0.15625
7820249-2,False,3,0.14285714285714285
7820249-2,True,5,0.15625
7820249-3,False,6,0.2857142857142857
7820249-3,True,2,0.0625
7820250-1,False,1,0.047619047619047616
7820250-1,True,2,0.0625
7820251-1,False,1,0.047619047619047616
7820251-1,True,3,0.09375
7820252-1,False,2,0.09523809523809523
7820252-1,True,2,0.0625
7820253-1,False,1,0.047619047619047616
7820253-1,True,2,0.0625
7820254-1,False,3,0.14285714285714285
7820254-1,True,5,0.15625
7820255-1,False,6,0.2857142857142857
7820255-1,True,6,0.1875
7820257-1,False,4,0.19047619047619047
7820257-1,True,3,0.09375
7820258-1,False,2,0.09523809523809523
7820258-1,True,6,0.1875
7820258-2,False,2,0.09523809523809523
7820258-2,True,4,0.125
7820259-1,False,1,0.047619047619047616
7820259-1,True,1,0.03125
7820260-1,False,1,0.047619047619047616
7820260-1,True,1,0.03125
7820261-1,False,1,0.047619047619047616
7820261-1,True,2,0.0625
7820262-1,False,1,0.047619047619047616
7820262-1,True,2,0.0625
7820263-1,False,4,0.19047619047619047
7820263-1,True,4,0.125
7820264-1,False,4,0.19047619047619047
7820264-1,True,4,0.125
7820267-1,False,2,0.09523809523809523
7820267-1,True,3,0.09375
7820268-1,False,1,0.047619047619047616
7820268-1,True,4,0.125
7820269-1,False,1,0.047619047619047616
7820269-1,True,2,0.0625
7820270-1,False,1,0.047619047619047616
7820270-1,True,2,0.0625
7820271-1,True,1,0.03125
7820272-1,False,2,0.09523809523809523
7820272-1,True,2,0.0625
7820273-1,False,2,0.09523809523809523
7820273-1,True,2,0.0625
7820274-1,False,4,0.19047619047619047
7820274-1,True,5,0.15625
7820275-1,False,4,0.19047619047619047
7820275-1,True,4,0.125
7820276-1,False,6,0.2857142857142857
7820276-1,True,3,0.09375
7820277-1,False,7,0.3333333333333333
7820277-1,True,3,0.09375
7820278-1,True,2,0.0625
7820279-1,False,1,0.047619047619047616
7820279-1,True,1,0.03125
7820280-1,False,1,0.047619047619047616
7820280-1,True,4,0.125
7820281-1,False,2,0.09523809523809523
7820281-1,True,3,0.09375
7820282-1,False,1,0.047619047619047616
7820282-1,True,2,0.0625
7820283-1,False,3,0.14285714285714285
7820283-1,True,4,0.125
7820284-1,False,3,0.14285714285714285
7820284-1,True,3,0.09375
7820285-1,False,1,0.047619047619047616
7820285-1,True,1,0.03125
7820286-1,False,1,0.047619047619047616
7820286-1,True,3,0.09375
7820287-1,False,2,0.09523809523809523
7820287-1,True,2,0.0625
7820288-1,False,3,0.14285714285714285
7820288-1,True,3,0.09375
7820289-1,False,6,0.2857142857142857
7820289-1,True,10,0.3125
7820289-2,False,2,0.09523809523809523
7820289-2,True,4,0.125
7820291-1,False,2,0.09523809523809523
7820291-1,True,4,0.125
7820293-1,False,6,0.2857142857142857
7820293-1,True,4,0.125
7820294-1,False,2,0.09523809523809523
7820294-1,True,2,0.0625
7820295-1,False,3,0.14285714285714285
7820295-1,True,3,0.09375
7820296-1,False,3,0.14285714285714285
7820296-1,True,3,0.09375
7820297-1,False,1,0.047619047619047616
7820297-1,True,4,0.125
7820298-1,False,1,0.047619047619047616
7820298-1,True,4,0.125
7820301-1,False,6,0.2857142857142857
7820301-1,True,3,0.09375
7820302-1,False,8,0.38095238095238093
7820302-1,True,4,0.125
7820303-1,False,1,0.047619047619047616
7820303-1,True,2,0.0625
7820304-1,False,1,0.047619047619047616
7820304-1,True,4,0.125
7820305-1,False,2,0.09523809523809523
7820305-1,True,3,0.09375
7820306-1,False,1,0.047619047619047616
7820306-1,True,1,0.03125
7820310-1,False,1,0.047619047619047616
7820311-1,False,1,0.047619047619047616
7820311-1,True,1,0.03125
7820313-1,False,4,0.19047619047619047
7820313-1,True,4,0.125
7820314-1,False,2,0.09523809523809523
7820314-1,True,8,0.25
7820314-2,True,2,0.0625
7820315-1,False,3,0.14285714285714285
7820315-1,True,9,0.28125
7820316-1,False,3,0.14285714285714285
7820316-1,True,7,0.21875
7820317-1,False,2,0.09523809523809523
7820317-1,True,6,0.1875
7820318-1,False,2,0.09523809523809523
7820318-1,True,7,0.21875
7820319-1,False,3,0.14285714285714285
7820319-1,True,9,0.28125
7820320-1,False,2,0.09523809523809523
7820320-1,True,3,0.09375
7820321-1,False,2,0.09523809523809523
7820321-1,True,5,0.15625
7820322-1,False,2,0.09523809523809523
7820322-1,True,5,0.15625
7820323-1,False,2,0.09523809523809523
7820323-1,True,7,0.21875
7820323-2,True,6,0.1875
7820324-1,False,2,0.09523809523809523
7820324-1,True,4,0.125
7820325-1,False,2,0.09523809523809523
7820325-1,True,8,0.25
7820326-1,False,1,0.047619047619047616
7820326-1,True,1,0.03125
7820327-1,True,1,0.03125
7820328-1,False,1,0.047619047619047616
7820328-1,True,1,0.03125
7820329-1,False,1,0.047619047619047616
7820329-1,True,1,0.03125
7820330-1,False,1,0.047619047619047616
7820330-1,True,1,0.03125
7820331-1,False,1,0.047619047619047616
7820331-1,True,1,0.03125
7820332-1,False,1,0.047619047619047616
7820332-1,True,1,0.03125
7820333-1,False,1,0.047619047619047616
7820333-1,True,1,0.03125
7820334-1,False,1,0.047619047619047616
7820334-1,True,1,0.03125
7820335-1,False,1,0.047619047619047616
7820335-1,True,1,0.03125
7820336-1,False,1,0.047619047619047616
7820336-1,True,1,0.03125
7820337-1,False,1,0.047619047619047616
7820337-1,True,1,0.03125
7820338-1,True,1,0.03125
7820339-1,True,1,0.03125
7820340-1,False,1,0.047619047619047616
7820340-1,True,1,0.03125
7820341-1,False,1,0.047619047619047616
7820341-1,True,1,0.03125
7820341-2,False,2,0.09523809523809523
7820341-2,True,2,0.0625
7820342-1,True,1,0.03125
7820343-1,False,3,0.14285714285714285
7820343-1,True,1,0.03125
7820344-1,False,2,0.09523809523809523
7820345-1,False,2,0.09523809523809523
7820346-1,False,1,0.047619047619047616
7820347-1,False,1,0.047619047619047616
7820348-1,False,1,0.047619047619047616
7820349-1,False,1,0.047619047619047616
7820350-1,False,1,0.047619047619047616
7820351-1,False,2,0.09523809523809523
7820352-1,False,1,0.047619047619047616
7820353-1,False,2,0.09523809523809523
7820354-1,False,2,0.09523809523809523
7820355-1,False,1,0.047619047619047616
7820356-1,False,1,0.047619047619047616
7820357-1,False,1,0.047619047619047616
7820358-1,False,1,0.047619047619047616
7820359-1,False,1,0.047619047619047616
7820360-1,False,1,0.047619047619047616
7820361-1,False,1,0.047619047619047616
7820362-1,False,1,0.047619047619047616
7820363-1,False,1,0.047619047619047616
7820364-1,False,1,0.047619047619047616
7820365-1,False,2,0.09523809523809523
7820366-1,False,2,0.09523809523809523
7820367-1,False,3,0.14285714285714285
7820368-1,False,1,0.047619047619047616
7820369-1,False,1,0.047619047619047616
7820370-1,False,1,0.047619047619047616
7820371-1,False,2,0.09523809523809523
7820372-1,False,1,0.047619047619047616
7820373-1,False,1,0.047619047619047616
7820374-1,False,2,0.09523809523809523
7820375-1,False,1,0.047619047619047616
7820376-1,False,1,0.047619047619047616
7820377-1,False,3,0.14285714285714285
7820378-1,False,1,0.047619047619047616
7820379-1,False,1,0.047619047619047616
7820380-1,False,1,0.047619047619047616
7820381-1,False,1,0.047619047619047616
7820382-1,False,3,0.14285714285714285
7820383-1,False,4,0.19047619047619047
7820386-1,False,2,0.09523809523809523
7820387-1,False,1,0.047619047619047616
7820389-1,False,2,0.09523809523809523
7820390-1,False,1,0.047619047619047616
7820391-1,False,1,0.047619047619047616
7820392-1,False,2,0.09523809523809523
7820393-1,False,1,0.047619047619047616
7820394-1,False,1,0.047619047619047616
7820395-1,False,1,0.047619047619047616
7820396-1,False,2,0.09523809523809523
8600001-1,True,1,0.03125
